id_cliente,data_contratacao,idade,sexo,regiao,renda_mensal,classe_social,score_interno,canal_aquisicao,num_emprestimos_anteriores,tempo_relacionamento_dias,possui_restricao,valor_solicitado,prazo_meses,taxa_juros_am,valor_parcela,comprometimento_renda,finalidade,dias_atraso_max,inadimplente_90d
CLI002350,2024-04-03,59,F,Sudeste,861,D,487,Mídia Paga,2,238,1,200,9,0.1436,40.96,0.048,Emergência,15,0
CLI002351,2024-03-16,59,F,Norte,939,D,483,App Próprio,1,633,1,2750,12,0.1737,559.55,0.596,Consumo,5,0
CLI002352,2023-11-22,64,F,Nordeste,1317,D,378,Site,2,723,1,2600,9,0.0764,410.0,0.311,Pagar dívidas,164,1
CLI002353,2023-12-12,37,M,Nordeste,2997,C,744,Indicação,0,15,0,1200,12,0.0934,170.46,0.057,Educação,15,0
CLI002354,2024-04-25,35,M,Nordeste,2568,C,470,App Próprio,2,658,0,850,12,0.1009,125.3,0.049,Pagar dívidas,5,0
CLI002355,2024-07-18,67,F,Sudeste,1810,D,694,Mídia Paga,0,18,1,500,12,0.1304,84.65,0.047,Pagar dívidas,5,0
CLI002356,2024-06-16,48,F,Nordeste,2638,C,480,Indicação,2,96,0,2150,6,0.1377,549.41,0.208,Pagar dívidas,0,0
CLI002357,2024-05-23,33,M,Centro-Oeste,1638,D,600,Mídia Paga,1,259,1,550,6,0.1757,155.52,0.095,Pagar dívidas,30,0
CLI002358,2024-09-04,32,F,Sudeste,2054,D,513,Indicação,0,21,0,2050,3,0.178,939.82,0.458,Pagar dívidas,228,1
CLI002359,2024-01-29,64,F,Centro-Oeste,3442,C,511,Indicação,3,415,0,900,12,0.0984,131.05,0.038,Pagar dívidas,15,0
CLI002360,2024-09-10,20,M,Centro-Oeste,1551,D,651,Indicação,0,37,0,2250,12,0.0848,306.03,0.197,Reforma,0,0
CLI002361,2024-01-16,21,F,Sudeste,1247,D,651,Parceiro Marketplace B,1,588,1,1300,6,0.0899,289.71,0.232,Emergência,0,0
CLI002362,2023-11-22,57,M,Nordeste,2096,D,544,Site,1,713,0,600,9,0.1332,118.32,0.056,Emergência,30,0
CLI002363,2023-07-31,18,M,Sudeste,2347,C,483,Mídia Paga,2,406,1,1000,3,0.0922,396.6,0.169,Emergência,5,0
CLI002364,2024-10-28,27,M,Nordeste,1802,D,522,Parceiro Marketplace A,2,127,0,2150,12,0.1579,410.09,0.228,Emergência,0,0
CLI002365,2023-11-17,70,F,Centro-Oeste,2621,C,613,Mídia Paga,3,143,0,2100,3,0.1155,867.58,0.331,Consumo,0,0
CLI002366,2024-11-15,40,F,Norte,1580,D,336,App Próprio,1,357,1,1850,9,0.0613,273.53,0.173,Consumo,30,0
CLI002367,2024-07-02,56,F,Centro-Oeste,1815,D,234,App Próprio,3,451,0,1100,6,0.1544,294.11,0.162,Educação,5,0
CLI002368,2024-09-27,43,M,Sudeste,2013,D,277,Mídia Paga,0,6,0,2000,6,0.1107,473.71,0.235,Reforma,0,0
CLI002369,2024-10-05,22,M,Nordeste,1940,D,491,Parceiro Marketplace A,0,33,0,300,12,0.1791,62.37,0.032,Consumo,155,1
CLI002370,2024-09-28,27,M,Sudeste,3387,C,339,Parceiro Marketplace A,1,250,1,1900,6,0.1515,504.08,0.149,Pagar dívidas,0,0
CLI002371,2024-12-08,58,F,Norte,2009,D,553,Mídia Paga,1,630,0,2400,6,0.1272,595.69,0.297,Pagar dívidas,5,0
CLI002372,2023-10-14,23,M,Sudeste,1514,D,453,App Próprio,0,36,0,600,3,0.0746,230.56,0.152,Consumo,235,1
CLI002373,2024-11-28,49,M,Sudeste,2147,D,338,Parceiro Marketplace A,0,48,1,2500,6,0.1226,612.55,0.285,Emergência,0,0
CLI002374,2024-05-30,36,M,Sudeste,2627,C,484,Mídia Paga,1,714,0,2750,3,0.1336,1171.81,0.446,Emergência,30,0
CLI002375,2023-12-20,37,M,Sudeste,2381,C,702,Parceiro Marketplace B,2,813,0,2900,6,0.1626,792.46,0.333,Pagar dívidas,15,0
CLI002376,2023-07-16,68,F,Sudeste,2326,C,509,Parceiro Marketplace A,1,631,1,300,6,0.1574,80.86,0.035,Reforma,0,0
CLI002377,2023-09-27,50,F,Sudeste,917,D,705,Indicação,4,427,1,2700,3,0.1723,1226.51,1.338,Emergência,30,0
CLI002378,2024-10-18,50,M,Norte,800,D,581,Mídia Paga,1,805,0,400,12,0.1451,72.26,0.09,Consumo,0,0
CLI002379,2023-07-17,36,F,Sul,2938,C,230,Mídia Paga,1,337,1,1250,6,0.1176,301.97,0.103,Pagar dívidas,0,0
CLI002380,2024-01-14,38,F,Sudeste,2068,D,294,Site,0,24,1,1750,9,0.1094,315.32,0.152,Saúde,0,0
CLI002381,2024-09-26,54,F,Sul,1704,D,591,Mídia Paga,2,626,0,800,12,0.1172,127.48,0.075,Emergência,0,0
CLI002382,2024-05-03,20,F,Nordeste,2302,C,607,App Próprio,2,94,0,1150,9,0.0963,196.76,0.085,Emergência,15,0
CLI002383,2023-08-24,30,M,Sul,3864,C,426,App Próprio,4,864,1,2750,9,0.0769,434.56,0.112,Emergência,177,1
CLI002384,2024-06-02,49,F,Sudeste,3114,C,473,Parceiro Marketplace A,2,585,0,700,3,0.0907,276.88,0.089,Pagar dívidas,0,0
CLI002385,2024-09-23,51,F,Nordeste,2576,C,489,Site,1,239,0,1700,6,0.1432,441.01,0.171,Reforma,123,1
CLI002386,2023-09-16,22,M,Sudeste,1185,D,557,Parceiro Marketplace A,2,745,0,2500,9,0.0695,382.9,0.323,Reforma,15,0
CLI002387,2023-08-05,59,M,Sudeste,1252,D,562,Indicação,1,361,0,900,9,0.1069,160.59,0.128,Pagar dívidas,92,1
CLI002388,2023-07-24,46,F,Nordeste,800,D,425,Parceiro Marketplace A,1,102,0,2800,6,0.0812,607.89,0.76,Saúde,0,0
CLI002389,2023-08-03,30,F,Sul,2244,C,608,Parceiro Marketplace A,2,617,0,2950,12,0.1426,527.13,0.235,Reforma,5,0
CLI002390,2023-09-17,57,F,Sul,2740,C,509,Parceiro Marketplace A,1,148,1,950,6,0.1002,218.25,0.08,Reforma,0,0
CLI002391,2024-04-30,70,F,Sudeste,2835,C,506,Indicação,0,55,0,1500,12,0.1229,245.42,0.087,Saúde,15,0
CLI002392,2024-09-19,40,F,Nordeste,2284,C,430,Parceiro Marketplace B,0,31,0,250,12,0.1603,48.16,0.021,Reforma,15,0
CLI002393,2024-02-02,33,F,Sul,1612,D,663,Indicação,2,166,0,2900,9,0.1234,551.32,0.342,Educação,0,0
CLI002394,2024-09-03,33,M,Sudeste,1357,D,650,Parceiro Marketplace A,1,718,1,600,3,0.0958,239.49,0.176,Consumo,0,0
CLI002395,2024-04-20,49,M,Sudeste,1216,D,510,Indicação,1,427,0,1400,9,0.1316,274.44,0.226,Saúde,0,0
CLI002396,2024-01-12,20,M,Sudeste,1606,D,502,App Próprio,3,337,0,2100,9,0.177,483.15,0.301,Pagar dívidas,0,0
CLI002397,2023-08-08,43,F,Sudeste,1141,D,581,Mídia Paga,0,4,0,2000,9,0.1283,387.28,0.339,Pagar dívidas,30,0
CLI002398,2024-07-28,19,F,Sudeste,3596,C,416,Indicação,1,669,0,2050,6,0.1014,472.63,0.131,Consumo,30,0
CLI002399,2024-08-17,20,M,Sudeste,995,D,312,Site,1,172,1,250,6,0.1524,66.49,0.067,Reforma,5,0
CLI002400,2023-12-01,40,M,Nordeste,1583,D,436,Site,0,43,0,2250,9,0.1343,445.49,0.281,Reforma,181,1
CLI002401,2024-12-28,57,M,Nordeste,800,D,560,App Próprio,0,20,0,2300,9,0.1761,527.57,0.659,Pagar dívidas,0,0
CLI002402,2024-03-01,64,F,Sul,1948,D,380,Parceiro Marketplace B,3,416,1,1750,12,0.0789,230.89,0.119,Educação,139,1
CLI002403,2023-11-25,22,F,Nordeste,1718,D,566,Mídia Paga,1,794,0,2250,6,0.1786,640.99,0.373,Reforma,0,0
CLI002404,2024-03-09,30,F,Sudeste,1481,D,259,App Próprio,0,14,0,200,6,0.1438,51.97,0.035,Pagar dívidas,204,1
CLI002405,2024-06-07,40,M,Centro-Oeste,1162,D,648,Parceiro Marketplace A,1,671,0,650,9,0.1337,128.41,0.111,Consumo,0,0
CLI002406,2023-10-11,48,F,Sul,1722,D,681,Mídia Paga,3,203,1,400,12,0.1513,74.2,0.043,Emergência,0,0
CLI002407,2024-06-14,70,M,Nordeste,1368,D,368,Parceiro Marketplace A,2,593,1,1100,6,0.0781,236.58,0.173,Consumo,0,0
CLI002408,2023-12-14,54,M,Sudeste,1624,D,626,Mídia Paga,1,333,0,750,6,0.0907,167.54,0.103,Reforma,0,0
CLI002409,2024-04-25,46,M,Nordeste,3913,C,549,App Próprio,2,442,0,700,12,0.0743,90.16,0.023,Consumo,30,0
CLI002410,2024-12-17,21,F,Nordeste,1849,D,590,App Próprio,2,577,0,1350,6,0.1191,327.52,0.177,Reforma,0,0
CLI002411,2024-03-20,22,M,Nordeste,2151,D,536,Parceiro Marketplace A,1,174,0,1950,6,0.1216,476.44,0.221,Saúde,15,0
CLI002412,2024-12-05,26,M,Sul,1415,D,529,Parceiro Marketplace A,1,331,0,1700,12,0.1683,338.45,0.239,Pagar dívidas,0,0
CLI002413,2023-08-17,53,F,Norte,1237,D,412,Parceiro Marketplace A,0,36,0,2550,9,0.1131,466.1,0.377,Reforma,224,1
CLI002414,2024-02-11,35,M,Centro-Oeste,1703,D,434,App Próprio,2,790,0,1300,3,0.1463,565.88,0.332,Saúde,30,0
CLI002415,2024-06-14,30,M,Nordeste,4923,C,719,Parceiro Marketplace A,2,871,0,1350,12,0.1085,206.45,0.042,Pagar dívidas,5,0
CLI002416,2024-04-13,53,M,Centro-Oeste,1524,D,350,Indicação,1,862,0,250,12,0.1557,47.25,0.031,Consumo,0,0
CLI002417,2024-02-01,61,F,Norte,2002,D,484,Mídia Paga,2,489,1,2350,12,0.074,302.21,0.151,Reforma,0,0
CLI002418,2024-08-13,41,M,Sudeste,1214,D,560,Site,1,588,0,1900,6,0.0725,401.69,0.331,Saúde,5,0
CLI002419,2024-07-29,64,F,Nordeste,800,D,472,Parceiro Marketplace A,1,653,1,550,9,0.0987,95.01,0.119,Saúde,5,0
CLI002420,2024-05-19,56,F,Sudeste,1234,D,654,Parceiro Marketplace B,1,710,0,750,6,0.1795,214.16,0.174,Consumo,0,0
CLI002421,2024-08-14,55,F,Sudeste,4675,C,520,Site,1,618,0,700,6,0.1241,172.24,0.037,Consumo,5,0
CLI002422,2023-11-18,63,F,Sudeste,2208,C,653,Parceiro Marketplace A,1,818,0,1350,9,0.1382,271.14,0.123,Consumo,0,0
CLI002423,2024-11-05,27,F,Nordeste,3426,C,736,Mídia Paga,1,363,1,300,6,0.0718,63.29,0.018,Pagar dívidas,0,0
CLI002424,2023-10-12,58,F,Sudeste,1486,D,458,Site,1,640,1,2400,6,0.1068,562.08,0.378,Consumo,188,1
CLI002425,2024-06-26,68,M,Sudeste,800,D,256,Site,0,46,0,1100,6,0.1717,307.84,0.385,Saúde,0,0
CLI002426,2024-03-03,70,F,Sudeste,1080,D,549,Parceiro Marketplace A,1,702,0,2750,3,0.1284,1161.52,1.075,Pagar dívidas,0,0
CLI002427,2024-10-07,48,M,Nordeste,2032,D,489,Site,0,31,0,950,12,0.0669,117.64,0.058,Pagar dívidas,0,0
CLI002428,2024-06-06,57,F,Norte,1900,D,620,App Próprio,1,99,0,1250,12,0.162,242.52,0.128,Consumo,0,0
CLI002429,2023-11-20,65,M,Centro-Oeste,1712,D,325,Parceiro Marketplace A,3,771,0,2800,6,0.0728,592.52,0.346,Consumo,98,1
CLI002430,2024-08-07,63,M,Nordeste,1376,D,520,Mídia Paga,1,746,1,650,9,0.1342,128.65,0.093,Emergência,30,0
CLI002431,2024-10-21,65,M,Sudeste,2552,C,513,Parceiro Marketplace A,1,786,0,2550,12,0.0782,335.22,0.131,Emergência,0,0
CLI002432,2024-03-25,62,M,Norte,1393,D,534,Mídia Paga,0,5,1,600,6,0.1647,164.87,0.118,Saúde,0,0
CLI002433,2024-10-05,38,M,Sudeste,1957,D,453,Indicação,0,46,0,1600,9,0.1768,367.87,0.188,Saúde,0,0
CLI002434,2024-07-15,56,F,Centro-Oeste,1867,D,681,Parceiro Marketplace A,1,91,0,2650,3,0.0911,1048.95,0.562,Reforma,15,0
CLI002435,2024-05-02,39,F,Sul,1473,D,372,App Próprio,1,82,0,650,12,0.1617,125.95,0.086,Educação,0,0
CLI002436,2024-03-02,60,F,Nordeste,1188,D,480,Site,1,542,1,300,3,0.1687,135.49,0.114,Consumo,15,0
CLI002437,2024-01-21,60,F,Sudeste,1437,D,394,Mídia Paga,0,19,0,850,9,0.1511,178.84,0.124,Reforma,5,0
CLI002438,2024-01-01,67,F,Sudeste,3778,C,505,Parceiro Marketplace B,1,227,0,950,6,0.1532,253.19,0.067,Consumo,0,0
CLI002439,2023-10-03,49,F,Nordeste,2744,C,930,Site,2,717,0,1350,9,0.1442,277.11,0.101,Consumo,0,0
CLI002440,2024-11-26,43,M,Sudeste,2640,C,397,Parceiro Marketplace B,0,16,0,2300,6,0.0684,480.15,0.182,Consumo,175,1
CLI002441,2024-06-19,26,M,Norte,1236,D,472,Parceiro Marketplace A,0,12,0,350,6,0.1027,81.0,0.066,Emergência,0,0
CLI002442,2024-12-31,51,M,Nordeste,940,D,419,Indicação,1,560,0,1800,12,0.0969,260.18,0.277,Consumo,137,1
CLI002443,2024-12-26,48,M,Nordeste,2726,C,438,Indicação,1,272,1,2250,6,0.085,494.12,0.181,Emergência,0,0
CLI002444,2024-09-08,45,F,Sudeste,2515,C,459,App Próprio,1,115,1,2450,3,0.1152,1011.65,0.402,Saúde,0,0
CLI002445,2024-02-13,53,F,Nordeste,1822,D,391,Mídia Paga,2,825,1,2900,12,0.0913,407.64,0.224,Emergência,0,0
CLI002446,2023-09-05,63,M,Sudeste,1472,D,635,App Próprio,0,50,1,2500,6,0.1231,613.41,0.417,Saúde,0,0
CLI002447,2023-11-10,25,M,Nordeste,930,D,718,Indicação,1,42,0,500,3,0.1177,207.35,0.223,Consumo,15,0
CLI002448,2024-01-18,40,F,Nordeste,2476,C,461,App Próprio,3,873,0,700,3,0.061,262.36,0.106,Saúde,0,0
CLI002449,2023-11-07,56,F,Sul,2830,C,698,Parceiro Marketplace B,4,45,0,2200,6,0.0757,469.7,0.166,Consumo,5,0
CLI002450,2024-09-30,61,F,Nordeste,1293,D,506,Site,1,672,0,800,12,0.1304,135.43,0.105,Pagar dívidas,0,0
CLI002451,2023-10-05,59,F,Sudeste,1249,D,318,Indicação,1,711,1,900,9,0.1775,207.41,0.166,Consumo,5,0
CLI002452,2023-09-08,60,F,Norte,2896,C,417,Site,5,280,1,2600,3,0.1291,1099.47,0.38,Saúde,0,0
CLI002453,2024-11-10,63,F,Sul,1313,D,357,App Próprio,0,24,0,1500,6,0.1716,419.67,0.32,Consumo,30,0
CLI002454,2024-04-22,68,M,Sul,3631,C,690,Site,1,519,0,1300,9,0.179,301.11,0.083,Pagar dívidas,30,0
CLI002455,2023-10-10,50,M,Nordeste,1643,D,478,Parceiro Marketplace A,4,800,0,1500,9,0.1421,305.57,0.186,Reforma,5,0
CLI002456,2024-04-18,31,M,Norte,1462,D,751,Mídia Paga,3,57,0,900,6,0.1308,225.64,0.154,Consumo,0,0
CLI002457,2023-10-05,47,M,Sudeste,1753,D,602,Indicação,3,770,0,450,6,0.1296,112.44,0.064,Saúde,0,0
CLI002458,2023-08-14,55,M,Sudeste,1462,D,458,Parceiro Marketplace A,5,570,1,2950,12,0.0842,400.01,0.274,Pagar dívidas,15,0
CLI002459,2024-04-19,23,F,Sul,2760,C,455,App Próprio,0,28,0,1000,6,0.08,216.32,0.078,Pagar dívidas,0,0
CLI002460,2024-11-29,58,M,Sudeste,2495,C,706,Parceiro Marketplace A,1,259,1,1650,12,0.0958,237.2,0.095,Reforma,0,0
CLI002461,2024-07-01,46,F,Sul,2716,C,569,App Próprio,1,590,0,350,3,0.0997,140.67,0.052,Reforma,0,0
CLI002462,2024-09-06,67,M,Sudeste,1858,D,510,Parceiro Marketplace A,2,425,0,600,6,0.0933,135.07,0.073,Reforma,5,0
CLI002463,2024-04-19,29,F,Sudeste,1420,D,695,Parceiro Marketplace B,3,582,0,500,3,0.0831,195.1,0.137,Emergência,0,0
CLI002464,2024-02-19,66,M,Sudeste,1713,D,644,Parceiro Marketplace A,1,185,0,350,12,0.1505,64.71,0.038,Pagar dívidas,15,0
CLI002465,2024-04-25,41,M,Norte,1438,D,456,App Próprio,3,463,0,2000,6,0.1048,465.69,0.324,Consumo,30,0
CLI002466,2024-09-17,48,F,Sul,3184,C,569,Mídia Paga,1,888,0,250,12,0.1298,42.21,0.013,Pagar dívidas,15,0
CLI002467,2024-07-22,52,F,Sudeste,2620,C,333,Parceiro Marketplace A,1,764,0,1500,12,0.1077,228.52,0.087,Pagar dívidas,0,0
CLI002468,2023-12-31,48,F,Sudeste,1655,D,516,Mídia Paga,0,11,0,2050,3,0.1127,842.83,0.509,Consumo,30,0
CLI002469,2024-12-17,65,M,Sudeste,1165,D,561,Site,0,16,0,1200,3,0.1111,492.0,0.422,Emergência,0,0
CLI002470,2024-09-07,26,M,Sudeste,3285,C,642,Indicação,3,392,0,600,12,0.1291,100.98,0.031,Reforma,0,0
CLI002471,2023-09-07,56,F,Sul,1821,D,356,App Próprio,2,229,1,850,6,0.0878,188.24,0.103,Consumo,0,0
CLI002472,2024-11-08,69,M,Sudeste,1628,D,480,Indicação,2,251,0,650,12,0.178,134.54,0.083,Consumo,0,0
CLI002473,2024-05-22,29,F,Sudeste,3297,C,608,App Próprio,2,188,0,1050,9,0.1321,206.21,0.063,Consumo,30,0
CLI002474,2024-09-11,31,F,Sudeste,1388,D,641,Mídia Paga,1,501,1,1200,9,0.1434,245.61,0.177,Consumo,30,0
CLI002475,2024-11-05,43,F,Nordeste,1504,D,580,Site,1,111,0,1300,6,0.1015,299.8,0.199,Emergência,0,0
CLI002476,2024-05-17,56,M,Nordeste,1561,D,357,App Próprio,0,7,1,800,9,0.1632,175.61,0.112,Pagar dívidas,217,1
CLI002477,2024-03-25,68,F,Nordeste,989,D,694,App Próprio,1,56,0,850,12,0.104,127.2,0.129,Consumo,5,0
CLI002478,2024-09-27,60,F,Nordeste,1964,D,447,Parceiro Marketplace B,0,45,1,2000,9,0.16,434.16,0.221,Educação,132,1
CLI002479,2024-11-19,60,F,Centro-Oeste,1249,D,591,Mídia Paga,1,518,0,250,12,0.0872,34.42,0.028,Reforma,0,0
CLI002480,2024-10-20,41,M,Nordeste,1353,D,582,Mídia Paga,1,152,1,1450,3,0.1604,646.05,0.477,Emergência,0,0
CLI002481,2024-01-15,52,F,Norte,1279,D,465,Parceiro Marketplace A,1,468,1,2800,9,0.1741,637.95,0.499,Consumo,0,0
CLI002482,2023-09-24,29,M,Nordeste,1344,D,455,Mídia Paga,2,94,0,2350,6,0.0844,515.15,0.383,Pagar dívidas,0,0
CLI002483,2024-09-25,42,M,Sudeste,1209,D,548,Indicação,1,786,0,1150,3,0.064,433.41,0.358,Reforma,15,0
CLI002484,2024-07-11,28,M,Sul,1908,D,631,Mídia Paga,2,542,1,1750,9,0.1588,378.31,0.198,Emergência,0,0
CLI002485,2024-06-29,19,F,Nordeste,1611,D,766,Site,0,46,0,2950,9,0.13,574.86,0.357,Saúde,30,0
CLI002486,2024-06-20,63,M,Nordeste,1755,D,426,Mídia Paga,3,553,0,2200,12,0.0894,306.3,0.175,Reforma,0,0
CLI002487,2024-08-22,60,F,Sudeste,4622,C,797,App Próprio,3,500,0,1850,9,0.1243,352.9,0.076,Educação,173,1
CLI002488,2024-12-02,45,F,Nordeste,1611,D,520,Parceiro Marketplace B,1,744,0,1750,3,0.1781,802.42,0.498,Reforma,0,0
CLI002489,2024-03-23,18,F,Norte,2217,C,481,Indicação,1,662,1,2700,12,0.173,547.84,0.247,Pagar dívidas,30,0
CLI002490,2024-06-22,22,F,Sudeste,2326,C,741,App Próprio,0,57,0,750,6,0.0969,170.64,0.073,Pagar dívidas,0,0
CLI002491,2024-06-30,23,M,Sudeste,1675,D,515,Mídia Paga,1,781,0,1800,9,0.1427,367.48,0.219,Educação,0,0
CLI002492,2024-08-11,56,M,Sudeste,1929,D,532,App Próprio,1,118,0,1200,6,0.1213,292.95,0.152,Reforma,30,0
CLI002493,2023-08-18,28,M,Nordeste,1735,D,418,Indicação,4,699,1,1500,6,0.0944,338.78,0.195,Emergência,0,0
CLI002494,2024-02-06,31,F,Sul,1873,D,525,Parceiro Marketplace A,0,39,0,300,6,0.0772,64.34,0.034,Emergência,237,1
CLI002495,2024-05-19,63,M,Nordeste,1344,D,561,Parceiro Marketplace A,0,6,0,2400,9,0.0752,376.56,0.28,Pagar dívidas,15,0
CLI002496,2024-09-12,64,M,Norte,1397,D,479,Mídia Paga,1,751,0,700,12,0.0629,84.83,0.061,Consumo,0,0
CLI002497,2023-10-26,58,F,Nordeste,1732,D,757,Indicação,1,560,0,1800,12,0.1366,313.28,0.181,Consumo,30,0
CLI002498,2023-09-09,34,F,Sudeste,800,D,471,Indicação,1,593,0,2800,12,0.0925,395.96,0.495,Consumo,112,1
CLI002499,2024-12-14,48,M,Sudeste,3224,C,649,App Próprio,3,650,0,900,3,0.1303,381.36,0.118,Saúde,228,1
CLI002500,2023-08-17,28,F,Sudeste,4262,C,587,Mídia Paga,3,331,0,1100,3,0.1507,482.33,0.113,Pagar dívidas,5,0
CLI002501,2023-12-20,63,F,Sul,1847,D,656,Mídia Paga,3,811,1,1350,3,0.0606,505.61,0.274,Pagar dívidas,5,0
CLI002502,2024-11-08,22,M,Sudeste,2274,C,381,App Próprio,2,678,1,1700,12,0.1132,265.85,0.117,Pagar dívidas,0,0
CLI002503,2023-11-21,57,F,Sudeste,2708,C,560,App Próprio,2,411,1,850,3,0.0926,337.35,0.125,Pagar dívidas,15,0
CLI002504,2024-11-04,45,F,Norte,986,D,809,App Próprio,3,569,1,2250,9,0.1336,444.34,0.451,Consumo,5,0
CLI002505,2024-12-04,58,M,Nordeste,2540,C,381,Site,1,859,0,1950,12,0.0772,255.01,0.1,Reforma,5,0
CLI002506,2024-10-30,41,M,Sudeste,1438,D,361,App Próprio,1,337,1,450,6,0.1285,112.1,0.078,Reforma,30,0
CLI002507,2024-04-27,26,M,Sul,4501,C,839,Indicação,1,807,0,1650,3,0.1303,699.17,0.155,Consumo,15,0
CLI002508,2024-02-01,57,M,Nordeste,1589,D,461,Indicação,1,41,1,1200,3,0.1367,514.02,0.323,Consumo,0,0
CLI002509,2024-05-26,51,M,Norte,2519,C,493,Indicação,1,720,1,1200,9,0.0721,185.83,0.074,Emergência,15,0
CLI002510,2024-10-27,42,M,Nordeste,1596,D,525,App Próprio,1,545,0,2950,6,0.1775,838.04,0.525,Reforma,30,0
CLI002511,2024-09-15,37,M,Sudeste,4327,C,815,Mídia Paga,5,647,0,1350,6,0.1124,321.32,0.074,Consumo,5,0
CLI002512,2023-09-28,36,M,Sudeste,1387,D,310,Parceiro Marketplace A,0,32,0,250,3,0.1151,103.21,0.074,Reforma,0,0
CLI002513,2023-07-31,43,F,Sudeste,2806,C,639,Site,1,446,1,1200,12,0.1462,217.8,0.078,Consumo,0,0
CLI002514,2023-11-20,31,M,Sul,2238,C,384,Site,2,164,0,1900,12,0.1709,382.27,0.171,Emergência,0,0
CLI002515,2024-11-06,32,M,Nordeste,2038,D,316,Mídia Paga,0,22,0,1700,9,0.1421,346.32,0.17,Reforma,0,0
CLI002516,2023-10-16,32,F,Sul,1894,D,289,App Próprio,0,9,1,400,6,0.14,102.86,0.054,Saúde,0,0
CLI002517,2023-12-24,18,M,Nordeste,1300,D,567,Site,3,383,0,650,6,0.1434,168.71,0.13,Pagar dívidas,0,0
CLI002518,2024-03-22,67,M,Sudeste,800,D,427,Indicação,0,39,0,2350,3,0.1415,1014.77,1.268,Saúde,0,0
CLI002519,2024-10-15,30,F,Sudeste,2701,C,419,Site,0,2,0,200,12,0.1248,33.01,0.012,Saúde,5,0
CLI002520,2023-07-12,26,F,Sudeste,1401,D,447,Parceiro Marketplace A,1,279,0,850,6,0.1218,207.8,0.148,Emergência,0,0
CLI002521,2024-05-06,26,F,Sudeste,2811,C,466,Parceiro Marketplace A,3,666,0,2950,3,0.1172,1222.32,0.435,Emergência,158,1
CLI002522,2024-12-08,70,F,Nordeste,1994,D,447,Indicação,1,353,0,2050,9,0.1515,431.92,0.217,Reforma,30,0
CLI002523,2024-09-09,43,F,Centro-Oeste,2847,C,551,Indicação,0,53,0,900,12,0.1161,142.68,0.05,Pagar dívidas,15,0
CLI002524,2024-05-29,35,F,Sudeste,2409,C,437,Parceiro Marketplace B,0,5,0,750,6,0.0765,160.52,0.067,Pagar dívidas,15,0
CLI002525,2024-11-28,39,F,Nordeste,800,D,132,Indicação,1,556,1,1350,9,0.1186,252.02,0.315,Saúde,118,1
CLI002526,2024-07-10,22,F,Sudeste,2227,C,425,Parceiro Marketplace B,0,58,1,2000,12,0.1364,347.78,0.156,Educação,235,1
CLI002527,2024-04-23,34,M,Sul,1489,D,673,Parceiro Marketplace A,2,370,0,700,3,0.1278,295.36,0.198,Consumo,0,0
CLI002528,2023-08-07,31,M,Sudeste,2805,C,532,Site,1,641,0,2300,9,0.1341,455.05,0.162,Pagar dívidas,15,0
CLI002529,2024-11-15,60,F,Nordeste,2205,C,322,App Próprio,2,647,1,300,6,0.1058,70.06,0.032,Educação,30,0
CLI002530,2024-02-24,21,F,Sudeste,2216,C,673,App Próprio,2,390,0,750,9,0.081,120.56,0.054,Emergência,143,1
CLI002531,2023-08-25,40,F,Sudeste,1534,D,300,Parceiro Marketplace A,1,216,1,1850,3,0.1465,805.56,0.525,Saúde,104,1
CLI002532,2023-10-23,59,F,Nordeste,1172,D,388,Site,0,22,1,2200,3,0.0645,829.9,0.708,Consumo,220,1
CLI002533,2023-08-20,62,F,Sudeste,1434,D,475,Mídia Paga,1,108,1,2100,6,0.0906,468.97,0.327,Pagar dívidas,30,0
CLI002534,2024-10-01,45,F,Nordeste,808,D,716,Mídia Paga,2,127,0,950,6,0.1719,266.0,0.329,Educação,30,0
CLI002535,2023-10-26,29,F,Sudeste,1342,D,667,Parceiro Marketplace A,4,873,0,1300,6,0.1042,302.17,0.225,Pagar dívidas,5,0
CLI002536,2023-07-22,35,M,Centro-Oeste,930,D,623,Parceiro Marketplace A,4,388,0,300,3,0.1001,120.66,0.13,Emergência,15,0
CLI002537,2024-07-08,29,F,Sudeste,940,D,697,App Próprio,2,308,0,200,9,0.075,31.35,0.033,Saúde,5,0
CLI002538,2024-04-06,53,M,Nordeste,1806,D,369,Site,0,42,0,1350,6,0.0901,301.03,0.167,Consumo,5,0
CLI002539,2024-03-20,33,F,Norte,2152,D,773,Mídia Paga,1,480,0,1700,9,0.1007,296.01,0.138,Reforma,0,0
CLI002540,2024-04-09,51,F,Nordeste,1697,D,122,Parceiro Marketplace A,0,4,0,2500,3,0.0936,993.98,0.586,Saúde,15,0
CLI002541,2024-07-28,52,M,Sudeste,1395,D,754,Mídia Paga,1,816,0,2900,9,0.0899,483.52,0.347,Consumo,15,0
CLI002542,2023-07-26,67,F,Nordeste,1155,D,411,Mídia Paga,0,55,0,1900,3,0.1716,862.12,0.746,Reforma,15,0
CLI002543,2023-08-03,37,M,Sudeste,1505,D,633,Parceiro Marketplace A,3,519,0,2500,3,0.1273,1053.95,0.7,Saúde,0,0
CLI002544,2024-06-09,68,M,Nordeste,1218,D,708,Indicação,0,23,0,550,6,0.0659,113.93,0.094,Educação,0,0
CLI002545,2023-10-24,39,M,Nordeste,1675,D,657,App Próprio,3,845,0,2500,9,0.1717,564.98,0.337,Saúde,30,0
